"advertiser_id","platform","latitude","longitude","horizontal_accuracy","location_at","email","ipv_4","user_agent","country","battery","background","network","venue_name","venue_category","vertical_accuracy","speed","heading","publisher_id","dwell_time","sdk_version","altitude","ipv_6","mobile_number","captured_at","created_at","opted_out","carrier","manufacturer","device_model","wifi_ssid","wifi_bssid","decorated_at","dist_moved","day_number","day_type","time_type","dwell_type"
"0EF7DA9C-B4B0-4B21-B620-71B81F2A55E0","IDFA","34.53484","-78.47038","5.0","1537295766","","","","US","40.0","","","","","0.0","25.090000152588","","","","","28.1033431623","","","2018-09-18T22:34:45.353Z","2018-09-18T22:34:45.353Z","","","","iPhone9,1","","","","","","","",""
"0EF7DA9C-B4B0-4B21-B620-71B81F2A55E0","IDFA","34.19937","-77.89407","65.0","1537300093","","","","US","14.0","","","","","0.0","-1.0","","","","","7.42235183716","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","iPhone9,1","","","","","","","",""
"10332D10-99AF-40CA-9748-4E26B23901F7","AAID","35.669415","-80.61214","16.7","1537255181","","","","US","100.0","","","","","0.0","0.0","","","","","204.6999969482422","","","2018-09-18T12:28:06.197Z","2018-09-18T12:28:06.197Z","","","","SM-N950U","","","","","","","",""
"13303316-BDE2-495D-8129-80511723954E","IDFA","35.158493","-80.98833","5.0","1537302787","","","","US","64.0","","","","","0.0","1.1799999475479","","","","","197.75484848","","","2018-09-19T00:35:18.814Z","2018-09-19T00:35:18.814Z","","","","iPhone 6S Plus","","","","","","","",""
"1437B8CA-9938-4250-BF60-A7AEA9ED3439","IDFA","35.811897","-78.8061","5.0","1537232556","","","","US","33.0","","","","","0.0","0.0","","","","","121.326591492","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone10,2","","","","","","","",""
"1C03E99C-FC53-4B44-B90C-0616B29EFED3","AAID","35.926983","-79.98697","135.1","1537229392","","","","US","47.0","","","","","0.0","0.0","","","","","236.656005859375","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","Pixel 2 XL","","","","","","","",""
"1C03E99C-FC53-4B44-B90C-0616B29EFED3","AAID","35.922523","-79.98099","28.3","1537313309","","","","US","86.0","","","","","0.0","0.0","","","","","237.39999389648438","","","2018-09-19T03:34:04.730Z","2018-09-19T03:34:04.730Z","","","","Pixel 2 XL","","","","","","","",""
"1C03E99C-FC53-4B44-B90C-0616B29EFED3","AAID","35.83264","-80.27557","10.0","1537295053","","","","US","96.0","","","","","0.0","0.54","","","","","192.07537841796875","","","2018-09-18T22:34:45.353Z","2018-09-18T22:34:45.353Z","","","","Pixel 2 XL","","","","","","","",""
"1D69BB13-1F70-4913-997C-2ACF9D7BB3BF","IDFA","35.35856","-81.09996","8.0","1537306476","","","","US","100.0","","","","","0.0","16.859970092773","","","","","242.591399701","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","iPhone10,5","","","","","","","",""
"1D71FD40-1ECA-4109-8749-AABF996EDA70","IDFA","36.04026","-79.71362","10.0","1537300457","","","","US","71.0","","","","","0.0","10.159999847412","","","","","221.353699088","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","iPhone 6 Plus","","","","","","","",""
"1FFA1148-18DD-44A4-B90B-AB91B2F6081C","AAID","35.89889","-80.85925","10.0","1537244355","","","","US","56.0","","","","","0.0","30.84","","","","","207.5621337890625","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","SM-N950U","","","","","","","",""
"20F1F572-D69C-4BFB-92D7-81BB868C3A79","IDFA","35.25893","-81.104256","5.0","1537297942","","","","US","78.0","","","","","0.0","17.870000839233","","","","","225.082566629","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","iPhone10,1","","","","","","","",""
"21DB5C70-8659-4E38-A630-1BFC72B54280","AAID","34.140083","-80.91226","10.0","1537268849","","","","US","89.0","","","","","0.0","0.0","","","","","76.230712890625","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","Pixel 2","","","","","","","",""
"22BAC98C-1C76-4936-95DB-EAF398C64943","AAID","35.84085","-78.688576","19.6","1537304478","","","","US","76.0","","","","","0.0","0.0","","","","","52.0","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","XT1565","","","","","","","",""
"23106025-38A5-44D6-A29F-F03D0526359B","IDFA","35.747726","-78.650986","3000.0","1537286939","","","","US","100.0","","","","","0.0","-1.0","","","","","105.263870239","","","2018-09-18T20:37:39.527Z","2018-09-18T20:37:39.527Z","","","","iPhone10,1","","","","","","","",""
"2555E450-C133-440B-8004-3F481F2E6D0C","AAID","35.916836","-80.080124","13.9","1537264492","","","","US","100.0","","","","","0.0","0.0","","","","","232.3519287109375","","","2018-09-18T14:30:15.676Z","2018-09-18T14:30:15.676Z","","","","SM-G960U","","","","","","","",""
"2555E450-C133-440B-8004-3F481F2E6D0C","AAID","35.917545","-80.05796","10.0","1537311648","","","","US","24.0","","","","","0.0","0.35","","","","","230.10186767578125","","","2018-09-19T03:34:04.730Z","2018-09-19T03:34:04.730Z","","","","SM-G960U","","","","","","","",""
"26801ABC-AF4E-4F45-9580-05A3CF463664","IDFA","34.17497","-79.83243","30.0","1537310287","","","","US","43.0","","","","","0.0","0.0","","","","","41.1006126404","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone10,2","","","","","","","",""
"26801ABC-AF4E-4F45-9580-05A3CF463664","IDFA","34.1749","-79.832466","10.0","1537310408","","","","US","43.0","","","","","0.0","0.17000000178814","","","","","44.4402122498","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone10,2","","","","","","","",""
"26801ABC-AF4E-4F45-9580-05A3CF463664","IDFA","34.1751","-79.832565","10.0","1537310834","","","","US","42.0","","","","","0.0","0.0","","","","","38.3022422791","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone10,2","","","","","","","",""
"269961FC-7473-4762-8970-060B141162DD","IDFA","35.12024","-80.96911","32.3","1537252510","","","","US","23.0","","","","","0.0","-1.0","","","","","188.386213306","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone 6S","","","","","","","",""
"280E1077-E446-40F5-BEF8-D1A7C8BA6305","AAID","35.90459","-78.931625","10.0","1537286844","","","","US","81.0","","","","","0.0","12.25","","","","","43.0","","","2018-09-18T20:37:39.527Z","2018-09-18T20:37:39.527Z","","","","SM-N915V","","","","","","","",""
"280E1077-E446-40F5-BEF8-D1A7C8BA6305","AAID","35.86895","-78.89372","49.0","1537270517","","","","US","87.0","","","","","0.0","9.34","","","","","68.0","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","SM-N915V","","","","","","","",""
"28F11947-267B-4F46-9924-24F08DF90BC2","IDFA","35.371666","-80.60164","65.0","1537297419","","","","US","84.0","","","","","0.0","-1.0","","","","","212.305725098","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","iPhone9,2","","","","","","","",""
"2A59F7C6-C2E8-4896-AB83-9A04F497F687","IDFA","35.451073","-77.83947","5.0","1537304910","","","","US","48.0","","","","","0.0","22.229999542236","","","","","40.8663140804","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","iPhone10,2","","","","","","","",""
"2B8DFF89-A624-4F07-A305-0981F8781413","IDFA","34.267185","-79.92846","5.0","1537305802","","","","US","62.0","","","","","0.0","25.579999923706","","","","","52.3609329444","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","iPhone9,1","","","","","","","",""
"2F57A9C4-835C-42C4-9D42-AE096CFDB323","IDFA","35.81385","-78.8689","65.0","1537312629","","","","US","7.0","","","","","0.0","-1.0","","","","","110.269172668","","","2018-09-19T03:34:04.730Z","2018-09-19T03:34:04.730Z","","","","iPhone 6","","","","","","","",""
"3291312C-B7CC-4F5D-9364-E80674EDBA5D","IDFA","35.911667","-79.047676","5.0","1537266579","","","","US","87.0","","","","","0.0","0.93000000715256","","","","","148.696286033","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone9,1","","","","","","","",""
"335EE278-6BCE-4688-B313-158688870246","AAID","35.35897","-81.21453","900.0","1537239047","","","","US","45.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","SM-G950U","","","","","","","",""
"34B47C66-96D6-4989-AA21-469B15BC59E4","IDFA","35.31021","-81.45508","65.0","1537234102","","","","US","97.0","","","","","0.0","-1.0","","","","","238.3699646","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone 5s","","","","","","","",""
"3611D927-0DA9-49C6-B489-F2EF21EA0075","IDFA","35.55082","-80.9127","65.0","1537245661","","","","US","2.0","","","","","0.0","-1.0","","","","","245.0","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone9,3","","","","","","","",""
"3B736DAB-247A-4E23-82D9-748C8C287EC5","IDFA","35.734272","-79.82472","30.0","1537306549","","","","US","68.0","","","","","0.0","29.610000610352","","","","","193.775112152","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","iPhone 6S","","","","","","","",""
"3D8904FC-83E3-4067-8215-BB7DA9BBB1DF","AAID","36.53021","-79.39873","3.5","1537275094","","","","US","97.0","","","","","0.0","17.12994","","","","","156.1671905517578","","","2018-09-18T16:35:58.769Z","2018-09-18T16:35:58.769Z","","","","XT1710-02","","","","","","","",""
"41E2A43E-8DF4-4AF3-B077-8CEE564CC025","AAID","34.71858","-80.75781","17.3","1537308186","","","","US","38.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","SM-G935V","","","","","","","",""
"42097FAC-8FDB-4BD4-B201-88F7299E970A","AAID","36.131042","-79.79978","10.0","1537298408","","","","US","58.0","","","","","0.0","14.334071","","","","","238.37308364540377","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","SM-G928G","","","","","","","",""
"42097FAC-8FDB-4BD4-B201-88F7299E970A","AAID","35.73206","-79.26931","10.0","1537290469","","","","US","100.0","","","","","0.0","28.081573","","","","","126.99529287600885","","","2018-09-18T21:31:38.434Z","2018-09-18T21:31:38.434Z","","","","SM-G928G","","","","","","","",""
"4442FB34-290A-4D34-9AB9-519400BD5A93","IDFA","34.17581","-80.70579","5.0","1537281995","","","","US","82.0","","","","","0.0","34.790000915527","","","","","87.660973465","","","2018-09-18T18:32:18.638Z","2018-09-18T18:32:18.638Z","","","","iPhone 6S Plus","","","","","","","",""
"4442FB34-290A-4D34-9AB9-519400BD5A93","IDFA","34.24793","-80.58339","10.0","1537291960","","","","US","40.0","","","","","0.0","12.039999961853","","","","","47.0591697693","","","2018-09-18T21:31:38.434Z","2018-09-18T21:31:38.434Z","","","","iPhone 6S Plus","","","","","","","",""
"44BD1A34-A21A-44B5-9A84-F0D0FB2CB112","AAID","35.17996","-81.18472","14.0","1537295344","","","","US","23.0","","","","","0.0","0.0","","","","","188.6999969482422","","","2018-09-18T22:34:45.353Z","2018-09-18T22:34:45.353Z","","","","Pixel 2 XL","","","","","","","",""
"48101371-FDFA-42BB-AFC6-99959E0A3D16","AAID","34.431793","-77.61368","11.0","1537302443","","","","US","100.0","","","","","0.0","1.23","","","","","-33.0","","","2018-09-19T00:35:18.814Z","2018-09-19T00:35:18.814Z","","","","SAMSUNG-SM-G930A","","","","","","","",""
"48101371-FDFA-42BB-AFC6-99959E0A3D16","AAID","34.92933","-77.77411","17.0","1537297416","","","","US","100.0","","","","","0.0","4.74","","","","","-13.0","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","SAMSUNG-SM-G930A","","","","","","","",""
"48101371-FDFA-42BB-AFC6-99959E0A3D16","AAID","34.91609","-77.68783","11.0","1537297935","","","","US","100.0","","","","","0.0","25.94","","","","","-10.0","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","SAMSUNG-SM-G930A","","","","","","","",""
"4EB50144-41B9-41EA-A138-9E6F7D1AA542","IDFA","35.53323","-81.03348","10.0","1537269836","","","","US","95.0","","","","","0.0","18.229999542236","","","","","276.975063324","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone8,4","","","","","","","",""
"4F154EF3-02FB-4BBC-9401-491DD4E18707","IDFA","35.346207","-81.130196","8.0","1537268112","","","","US","100.0","","","","","0.0","0.88256293535233","","","","","219.225701892","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone10,6","","","","","","","",""
"4FCB7D43-D371-4EC9-A213-587882A34E70","IDFA","35.567745","-80.943535","20.0","1537304009","","","","US","91.0","","","","","0.0","-1.0","","","","","237.286783304","","","2018-09-19T00:35:18.814Z","2018-09-19T00:35:18.814Z","","","","iPhone 6S","","","","","","","",""
"5178C229-8002-4018-91B6-497B91A23215","IDFA","34.890797","-80.956116","12.0","1537269829","","","","US","100.0","","","","","0.0","0.038391452282667","","","","","218.794755734","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone10,5","","","","","","","",""
"52B03E50-5C13-4994-BF47-6EF5757146C8","IDFA","34.719234","-80.775635","5.0","1537287491","","","","US","58.999996185303","","","","","0.0","0.75999999046326","","","","","164.883094497","","","2018-09-18T20:37:39.527Z","2018-09-18T20:37:39.527Z","","","","iPhone 6","","","","","","","",""
"53873278-12F9-4049-BDA6-FC6190892F2C","IDFA","34.23022","-80.972015","65.0","1537295727","","","","US","98.0","","","","","0.0","-1.0","","","","","141.0","","","2018-09-18T22:34:45.353Z","2018-09-18T22:34:45.353Z","","","","iPhone9,4","","","","","","","",""
"569D94FB-3D85-48F1-A4EF-F64224333774","IDFA","36.21226","-79.91994","10.0","1537307626","","","","US","27.000001907349","","","","","0.0","30.540000915527","","","","","264.46071407","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","iPhone10,1","","","","","","","",""
"57F5B11F-EDC7-4C35-BBA9-93477937461B","AAID","35.810337","-80.162254","10.0","1537281998","","","","US","97.0","","","","","0.0","20.24","","","","","217.13336181640625","","","2018-09-18T18:32:18.638Z","2018-09-18T18:32:18.638Z","","","","SM-G965U","","","","","","","",""
"57F5B11F-EDC7-4C35-BBA9-93477937461B","AAID","35.75613","-80.34634","10.0","1537283907","","","","US","92.0","","","","","0.0","0.67","","","","","172.28973388671875","","","2018-09-18T19:32:29.512Z","2018-09-18T19:32:29.512Z","","","","SM-G965U","","","","","","","",""
"58C6C509-4EEB-45F8-AD11-91EC28CE3E0B","IDFA","35.048077","-80.266846","165.0","1537267957","","","","US","15.000000953674","","","","","0.0","-1.0","","","","","149.000396729","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone9,1","","","","","","","",""
"5A7D8A53-A558-45ED-BA52-8741B6ACA2D8","AAID","34.882652","-77.205536","16.0","1537307909","","","","US","88.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","SM-G955U","","","","","","","",""
"5AE4786C-D60E-4507-984D-C0C90C47D6E6","IDFA","35.67919","-81.22365","65.0","1537309942","","","","US","67.0","","","","","0.0","-1.0","","","","","299.746459961","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone9,1","","","","","","","",""
"5CF51B52-BBCD-4856-9011-A452581A0AA7","AAID","35.92307","-78.78599","17.6","1537289693","","","","US","78.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-18T20:37:39.527Z","2018-09-18T20:37:39.527Z","","","","Alcatel_5098O","","","","","","","",""
"5D78A9ED-663E-44BD-9E0C-9DAE26427AE3","AAID","35.871254","-78.57953","10.0","1537308272","","","","US","89.0","","","","","0.0","0.0","","","","","57.430419921875","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","SM-N950U","","","","","","","",""
"5D78A9ED-663E-44BD-9E0C-9DAE26427AE3","AAID","35.883442","-78.59037","10.0","1537229147","","","","US","22.0","","","","","0.0","29.26","","","","","55.7532958984375","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","SM-N950U","","","","","","","",""
"61934911-978E-443D-96DE-DA2461F03D7A","IDFA","36.07506","-79.54756","10.0","1537309740","","","","US","35.0","","","","","0.0","0.60000002384186","","","","","198.013027191","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone 6 Plus","","","","","","","",""
"64DCD057-A416-4E76-B49B-771922717912","IDFA","35.153816","-77.222496","5.0","1537241581","","","","US","79.0","","","","","0.0","28.040000915527","","","","","14.7517950778","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone 6S Plus","","","","","","","",""
"67BD996C-FBCB-458D-BB0F-BE83032B0429","IDFA","34.8891","-80.95081","5.0","1537270844","","","","US","100.0","","","","","0.0","25.360000610352","","","","","210.539975458","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone 6","","","","","","","",""
"6AF88F35-3A0C-49CC-9508-5E015D73C76C","AAID","35.84459","-78.62557","20.4","1537230762","","","","US","33.0","","","","","0.0","0.0","","","","","53.2200927734375","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","SM-G892A","","","","","","","",""
"7422551C-7162-48E3-81C6-DFC247ED54E8","AAID","35.27392","-81.237724","10.0","1537304802","","","","US","74.0","","","","","0.0","31.75","","","","","210.0","","","2018-09-19T01:35:38.158Z","2018-09-19T01:35:38.158Z","","","","SM-G900T","","","","","","","",""
"74E9DEED-F990-4CB3-8683-288A6EEF5476","AAID","35.034817","-81.07398","10.0","1537286055","","","","US","42.0","","","","","0.0","0.0","","","","","168.0","","","2018-09-18T19:32:29.512Z","2018-09-18T19:32:29.512Z","","","","SM-G930P","","","","","","","",""
"7AB2142D-7470-4C80-9374-44507BC4FE03","IDFA","34.878994","-78.88144","1773.0","1537229481","","","","US","15.000000953674","","","","","0.0","-1.0","","","","","62.4386520386","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone10,2","","","","","","","",""
"800FD6B1-35F7-4FAC-A4BB-73D8E3A3D5F7","IDFA","35.830345","-78.67268","23.0","1537232119","","","","US","41.0","","","","","0.0","-1.0","","","","","88.5211874919","","","2018-09-18T15:39:14.033Z","2018-09-18T15:39:14.033Z","","","","iPhone9,1","","","","","","","",""
"82415CBA-8B5E-4C9B-ABF7-5794B8ED56C4","IDFA","34.10268","-80.85737","10.0","1537271643","","","","US","96.0","","","","","0.0","11.109999656677","","","","","125.481903076","","","2018-09-18T15:35:34.616Z","2018-09-18T15:35:34.616Z","","","","iPhone8,4","","","","","","","",""
"824C7E87-80DE-4F13-8339-8CC97724F391","IDFA","36.27916","-76.215355","5.0","1537297654","","","","US","58.0","","","","","0.0","0.18999999761581","","","","","0.00963973999023","","","2018-09-18T23:36:09.882Z","2018-09-18T23:36:09.882Z","","","","iPhone 6 Plus","","","","","","","",""
"82DF77FD-730C-4FE6-967B-5F08A0AD61B6","AAID","35.090557","-80.81396","17.1","1537308071","","","","US","91.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","SM-G930V","","","","","","","",""
"834017DD-1B19-4377-8750-78CCB0926DCA","IDFA","33.979923","-80.48832","30.0","1537308999","","","","US","71.0","","","","","0.0","17.739999771118","","","","","101.892971039","","","2018-09-19T02:34:39.312Z","2018-09-19T02:34:39.312Z","","","","iPhone10,2","","","","","","","",""
"84E09EEC-9F82-4B56-8D18-6CA5A0E0B7BA","IDFA","34.73977","-76.75931","65.0","1537275327","","","","US","100.0","","","","","0.0","-1.0","","","","","5.61131048203","","","2018-09-18T16:35:58.769Z","2018-09-18T16:35:58.769Z","","","","iPhone8,4","","","","","","","",""
"855FC477-3425-4B12-9E6C-08F64A84A10C","AAID","35.31157","-80.78673","19.0","1537256941","","","","US","100.0","","","","","0.0","0.0","","","","","0.0","","","2018-09-18T12:28:06.197Z","2018-09-18T12:28:06.197Z","","","","SM-J727V","","","","","","","",""
"85BF6511-2036-44B2-A919-228237FC4215","IDFA","35.41662","-80.61403","5.0","1537303334","","","","US","41.0","","","","","0.0","3.3900001049042","","","","","185.858922137","","","2018-09-19T00:35:18.814Z","2018-09-19T00:35:18.814Z","","","","iPhone 6 Plus","","","","","","","",""
"88B1C15A-B70D-400B-B3DA-B268C571FF22","IDFA","35.068123","-78.95318","200.0","1537294876","","","","US","42.0","","","","","0.0","1.4236518157705E-6","","","","","68.2649841309","","","2018-09-18T22:34:45.353Z","2018-09-18T22:34:45.353Z","","","","iPhone 6S","","","","","","","",""
"8993899E-7404-49A9-A2EF-603E97D252F8","AAID","35.992764","-79.93616","10.0","1537258074","","","","US","96.0","","","","","0.0","0.0","","","","","198.95819091796875","","","2018-09-18T13:28:18.317Z","2018-09-18T13:28:18.317Z","","","","SM-G955U","","","","","","","",""
